Datetime,Close,High,Low,Volume
2025-06-24 00:00:00+00:00,105132.59,105500.0,104909.69,875.43152
2025-06-24 01:00:00+00:00,105450.76,105499.99,104966.99,601.29109
2025-06-24 02:00:00+00:00,104753.8,105450.75,104729.69,857.70174
2025-06-24 03:00:00+00:00,104919.6,105127.94,104720.82,547.71821
2025-06-24 04:00:00+00:00,104826.14,104959.24,104704.91,328.91534
2025-06-24 05:00:00+00:00,105396.54,105426.48,104826.13,800.95842
2025-06-24 06:00:00+00:00,105655.23,105811.0,105244.84,1003.25722
2025-06-24 07:00:00+00:00,104933.74,105777.0,104900.0,1025.84889
2025-06-24 08:00:00+00:00,104996.77,105167.24,104622.02,869.69249
2025-06-24 09:00:00+00:00,105198.98,105571.4,104968.25,541.75908
2025-06-24 10:00:00+00:00,105281.99,105351.0,105069.23,340.65394
2025-06-24 11:00:00+00:00,105170.0,105428.03,105001.6,464.75889
2025-06-24 12:00:00+00:00,105205.47,105306.54,104968.43,430.49812
2025-06-24 13:00:00+00:00,105065.44,105390.27,104800.98,899.11622
2025-06-24 14:00:00+00:00,105517.5,105665.52,104950.8,910.70771
2025-06-24 15:00:00+00:00,105244.73,105731.92,105153.01,693.40867
2025-06-24 16:00:00+00:00,106225.26,106268.0,105172.64,1025.54114
2025-06-24 17:00:00+00:00,106046.69,106290.0,105609.8,688.95518
2025-06-24 18:00:00+00:00,105533.73,106088.96,105523.8,334.55603
2025-06-24 19:00:00+00:00,105643.19,105677.82,105270.48,317.34852
2025-06-24 20:00:00+00:00,106087.3,106098.0,105435.45,303.1649
2025-06-24 21:00:00+00:00,105989.05,106119.11,105729.95,323.30084
2025-06-24 22:00:00+00:00,106025.39,106025.92,105734.38,215.34353
2025-06-24 23:00:00+00:00,106083.0,106083.0,105774.9,251.76566
2025-06-25 00:00:00+00:00,106407.34,106470.21,105808.03,592.29341
2025-06-25 01:00:00+00:00,106387.43,106616.01,106016.0,631.33414
2025-06-25 02:00:00+00:00,106474.58,106791.18,106300.0,835.01863
2025-06-25 03:00:00+00:00,106232.01,106599.9,106216.62,326.44832
2025-06-25 04:00:00+00:00,106197.56,106308.89,106001.0,412.73706
2025-06-25 05:00:00+00:00,106213.72,106396.61,106037.14,356.85468
2025-06-25 06:00:00+00:00,106399.99,106461.04,106125.05,265.13494
2025-06-25 07:00:00+00:00,106600.01,106702.0,106321.25,282.89666
2025-06-25 08:00:00+00:00,106635.76,106663.24,106343.13,311.52266
2025-06-25 09:00:00+00:00,106628.06,106971.91,106449.61,622.78256
2025-06-25 10:00:00+00:00,107126.49,107184.68,106567.38,814.12848
2025-06-25 11:00:00+00:00,107198.02,107237.44,106866.9,524.38199
2025-06-25 12:00:00+00:00,107240.0,107300.0,106927.8,638.76405
2025-06-25 13:00:00+00:00,107923.21,108130.24,107172.87,2185.64353
2025-06-25 14:00:00+00:00,107629.59,108135.3,107226.94,2426.55627
2025-06-25 15:00:00+00:00,107028.0,107638.0,106752.36,2246.03929
2025-06-25 16:00:00+00:00,107139.81,107490.75,106989.03,647.37905
2025-06-25 17:00:00+00:00,107402.53,107529.35,106931.0,416.2053
2025-06-25 18:00:00+00:00,107406.63,107523.9,107177.52,346.45173
2025-06-25 19:00:00+00:00,107761.68,107905.37,107394.97,699.65838
2025-06-25 20:00:00+00:00,107781.2,107859.33,107500.0,280.92154
2025-06-25 21:00:00+00:00,107569.67,108000.0,107444.57,358.92205
2025-06-25 22:00:00+00:00,107275.01,107569.68,107215.0,222.01581
2025-06-25 23:00:00+00:00,107340.58,107375.01,107079.9,257.06498
